loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,repaid,total_return,loan_term_year,annual_return
10000,10000,60 months,16.49,245.8,D,D3,RENT,48000.0,Source Verified,Fully Paid,debt_consolidation,CA,13.07,0.0,Aug-2006,0.0,10.0,0.0,1655,1,0.47472398655213977,5,0.08079206829744301
5125,5125,36 months,9.99,165.35,B,B1,OWN,50000.0,Source Verified,Fully Paid,renewable_energy,FL,15.25,0.0,Aug-1995,2.0,15.0,1.0,14030,1,0.08637851369172678,3,0.028001438857685912
7000,7000,60 months,11.49,153.92,B,B4,RENT,101040.0,Not Verified,Fully Paid,car,NY,5.7,0.0,Feb-1971,1.0,17.0,1.0,6318,1,0.16061373462478556,5,0.030237944207248013
11500,11500,36 months,9.99,371.02,B,B1,MORTGAGE,68000.0,Verified,Fully Paid,debt_consolidation,CA,21.55,0.0,Jul-2003,0.0,10.0,0.0,8687,1,0.1541883612699304,3,0.04895992588644771
1400,1400,36 months,15.62,48.96,D,D1,RENT,30000.0,Source Verified,Fully Paid,major_purchase,FL,2.28,0.0,Oct-2007,0.0,3.0,0.0,1887,1,0.2588933463755714,3,0.0797659947905367
7000,7000,36 months,6.99,216.11,A,A3,RENT,60000.0,Source Verified,Fully Paid,home_improvement,NJ,6.32,0.0,Dec-2001,0.0,7.0,0.0,13418,1,0.11140959334838585,3,0.0358369057186827
1500,1500,36 months,6.99,46.31,A,A3,RENT,33996.0,Source Verified,Fully Paid,debt_consolidation,NJ,29.3,0.0,Aug-2002,2.0,13.0,0.0,1518,1,0.11140772461519988,3,0.0358363251634739
20000,20000,36 months,10.99,654.68,B,B3,MORTGAGE,82000.0,Verified,Fully Paid,major_purchase,CA,10.55,0.0,Oct-2006,0.0,11.0,0.0,1474,1,0.13028249211184506,3,0.04166722602090278
5000,5000,36 months,7.49,155.51,A,A4,RENT,52000.0,Source Verified,Fully Paid,other,NJ,12.42,1.0,Sep-2003,0.0,11.0,0.0,6535,1,0.06875962297538019,3,0.022413744985278372
4200,4200,36 months,7.49,130.63,A,A4,OWN,21600.0,Source Verified,Fully Paid,debt_consolidation,CA,8.61,0.0,May-2004,0.0,4.0,0.0,2718,1,0.1190270515922145,3,0.03819801724634897
15000,15000,36 months,11.49,494.57,B,B4,MORTGAGE,120000.0,Verified,Charged Off,credit_card,CA,9.69,0.0,Feb-2001,0.0,10.0,0.0,7796,0,0.028834000000000026,3,0.009520407536270481
30000,30000,60 months,20.25,799.0,F,F1,MORTGAGE,78000.0,Source Verified,Charged Off,debt_consolidation,IL,16.32,0.0,Jun-2000,1.0,10.0,0.0,15025,0,-0.6266853333333333,5,-0.17886415545592416
1200,1200,36 months,11.49,39.57,B,B4,RENT,36000.0,Source Verified,Fully Paid,medical,FL,9.6,0.0,Feb-2006,3.0,11.0,1.0,4238,1,0.1703385424885,3,0.05382986621482888
4400,4400,36 months,15.62,153.87,D,D1,RENT,24000.0,Source Verified,Fully Paid,debt_consolidation,CA,6.35,0.0,Sep-2007,0.0,5.0,0.0,3890,1,0.26275532272202273,3,0.08086902012767472
7000,7000,36 months,12.99,235.83,C,C1,RENT,45000.0,Source Verified,Fully Paid,debt_consolidation,CA,18.35,0.0,Sep-2002,0.0,17.0,0.0,6060,1,0.20746900071575713,3,0.0648587323083647
20200,20200,60 months,18.79,521.67,E,E3,MORTGAGE,150000.0,Source Verified,Fully Paid,home_improvement,NY,4.78,0.0,Nov-1997,1.0,6.0,0.0,20311,1,0.4544346554674059,5,0.07780164679074852
4000,4000,36 months,11.49,131.89,B,B4,RENT,18000.0,Verified,Charged Off,debt_consolidation,CA,21.6,0.0,Oct-2006,1.0,3.0,0.0,487,0,0.12526500000000018,3,0.040123567664858806
19400,19400,36 months,13.49,658.26,C,C2,RENT,55438.0,Verified,Fully Paid,credit_card,NY,10.71,0.0,Apr-2004,0.0,5.0,0.0,19094,1,0.22149237505498465,3,0.06896524854629837
24000,24000,36 months,11.99,797.03,B,B5,RENT,100300.0,Verified,Fully Paid,debt_consolidation,NY,10.61,0.0,Jan-2001,2.0,9.0,0.0,10933,1,0.1886819024198667,3,0.05930710098664349
5000,5000,60 months,10.99,108.69,B,B3,MORTGAGE,45000.0,Source Verified,Charged Off,car,FL,16.24,0.0,Jan-2006,0.0,9.0,0.0,8652,0,-0.93451,5,-0.4202576880740323
4800,4800,36 months,7.49,149.29,A,A4,MORTGAGE,200000.0,Verified,Fully Paid,other,TX,3.11,0.0,Jan-1992,0.0,7.0,0.0,2275,1,0.11965659023964603,3,0.038392669451537076
10625,10625,36 months,6.99,328.03,A,A3,RENT,30000.0,Verified,Fully Paid,debt_consolidation,CA,29.76,0.0,Jun-1995,0.0,6.0,0.0,13767,1,0.11140741701012713,3,0.03583622960042332
15000,15000,60 months,20.62,402.61,F,F2,RENT,70000.0,Verified,Fully Paid,debt_consolidation,CA,15.46,0.0,Sep-1997,2.0,5.0,0.0,1821,1,0.14843110112238023,5,0.0280659824196976
15000,15000,36 months,13.99,512.6,C,C3,MORTGAGE,48000.0,Source Verified,Charged Off,credit_card,CA,12.05,0.0,May-1999,2.0,14.0,0.0,17160,0,-0.7261026666666667,3,-0.3505746037929086
8400,8400,36 months,6.99,259.33,A,A3,RENT,65000.0,Verified,Fully Paid,credit_card,CA,9.14,0.0,Nov-1999,1.0,8.0,0.0,56805,1,0.1005330007040719,3,0.03244681763379886
18400,18400,36 months,14.79,635.96,C,C4,RENT,150000.0,Source Verified,Fully Paid,debt_consolidation,CA,9.79,0.0,Nov-1993,3.0,8.0,0.0,12497,1,0.24408522140633693,3,0.07551559082889892
2500,2500,36 months,11.49,82.43,B,B4,RENT,66072.0,Not Verified,Charged Off,other,CA,7.68,0.0,Jul-1999,1.0,6.0,0.0,13860,0,-0.8678239999999999,3,-0.49060946827441443
12725,12725,60 months,10.59,274.08,B,B2,RENT,25000.0,Source Verified,Fully Paid,debt_consolidation,CA,13.82,0.0,Sep-1994,0.0,9.0,0.0,13385,1,0.2923071171403615,5,0.05262370780624259
10000,10000,36 months,10.99,327.34,B,B3,RENT,145000.0,Not Verified,Fully Paid,credit_card,NJ,15.12,0.0,Dec-2000,0.0,5.0,0.0,12226,1,0.18214894359106193,3,0.057362895214039034
5000,5000,36 months,8.49,157.82,A,A5,RENT,60000.0,Source Verified,Fully Paid,home_improvement,CA,16.52,0.0,Jul-1990,0.0,19.0,1.0,13568,1,0.13625924122877997,3,0.0435000545979245
3725,3725,36 months,10.59,121.23,B,B2,RENT,140000.0,Verified,Fully Paid,credit_card,NY,18.57,0.0,Feb-1990,0.0,21.0,0.0,43987,1,0.10628482069632206,3,0.03424235143999432
6000,6000,36 months,15.99,210.92,D,D2,RENT,45000.0,Not Verified,Fully Paid,small_business,NY,3.84,0.0,Jan-2008,0.0,3.0,0.0,6195,1,0.26588817993695013,3,0.08176214955161099
2800,2800,36 months,10.99,91.66,B,B3,RENT,9600.0,Source Verified,Fully Paid,other,CA,3.0,0.0,Aug-2007,0.0,3.0,0.0,796,1,0.08829885591700037,3,0.028606799543784645
4000,4000,36 months,6.99,123.5,A,A3,MORTGAGE,54000.0,Not Verified,Fully Paid,home_improvement,NY,3.29,0.0,May-1983,2.0,4.0,0.0,3536,1,0.02826762515490011,3,0.009335125972836922
25000,15875,60 months,15.99,385.97,D,D2,RENT,157000.0,Source Verified,Fully Paid,small_business,IL,7.29,0.0,Sep-1999,1.0,7.0,0.0,6639,1,0.18357738770073095,5,0.03428286999767294
21000,21000,60 months,19.29,548.11,E,E4,RENT,150000.0,Verified,Charged Off,debt_consolidation,CA,14.0,0.0,Dec-1994,0.0,9.0,0.0,21628,0,0.09026761904761926,5,0.01743488137045457
20375,20375,60 months,18.39,521.73,E,E2,RENT,62068.0,Verified,Fully Paid,debt_consolidation,TX,16.16,0.0,Nov-1999,1.0,4.0,0.0,0,1,0.015425766871165703,5,0.0030662913411838577
25000,25000,60 months,18.39,640.16,E,E2,RENT,90000.0,Source Verified,Fully Paid,debt_consolidation,NJ,21.67,0.0,Dec-1997,1.0,14.0,0.0,13423,1,0.5363512260908638,5,0.08967779789427244
8000,8000,36 months,10.59,260.36,B,B2,RENT,48000.0,Source Verified,Fully Paid,debt_consolidation,IL,3.58,0.0,May-2006,1.0,4.0,0.0,7025,1,0.1542805178869251,3,0.0489878433473645
25000,25000,60 months,11.99,555.99,B,B5,MORTGAGE,48000.0,Verified,Fully Paid,home_improvement,IL,2.7,0.0,Mar-1987,3.0,7.0,0.0,2822,1,0.3343596,5,0.05938684778811121
6000,6000,36 months,11.49,197.83,B,B4,RENT,60000.0,Source Verified,Fully Paid,other,IL,13.18,1.0,May-2000,1.0,12.0,0.0,6297,1,0.18602739431026682,3,0.05851798180952983
12000,10675,60 months,10.99,232.05,B,B3,MORTGAGE,81996.0,Source Verified,Fully Paid,other,NJ,7.17,0.0,Sep-2002,0.0,9.0,0.0,3443,1,0.2200737475392598,5,0.040584173916024424
5100,5100,60 months,21.36,139.01,F,F4,RENT,54000.0,Source Verified,Charged Off,house,CA,10.09,0.0,Jun-1999,1.0,8.0,0.0,2518,0,0.2257490196078431,5,0.04155045004958513
15000,15000,36 months,8.49,473.45,A,A5,MORTGAGE,87600.0,Verified,Fully Paid,car,CA,16.84,0.0,Aug-1988,0.0,10.0,0.0,52630,1,0.0917437442114799,3,0.029690969663106026
10000,10000,36 months,5.99,304.18,A,A2,MORTGAGE,125000.0,Source Verified,Fully Paid,home_improvement,CA,0.14,0.0,Jul-1994,0.0,8.0,0.0,1473,1,0.06435231244947004,3,0.02100641165736694
15000,15000,36 months,11.49,494.57,B,B4,RENT,90000.0,Not Verified,Fully Paid,credit_card,NY,12.57,0.0,Oct-1997,1.0,11.0,0.0,27068,1,0.18696446912670672,3,0.05879668515938663
12500,8400,36 months,11.99,278.97,B,B5,RENT,101877.0,Source Verified,Fully Paid,debt_consolidation,NJ,15.45,0.0,Dec-2000,0.0,13.0,0.0,13346,1,0.1941142862969285,3,0.06091835871760587
17000,17000,60 months,11.99,378.07,B,B5,RENT,49008.0,Not Verified,Fully Paid,other,TX,16.99,0.0,Mar-1993,3.0,12.0,0.0,4337,1,0.3303770583941765,5,0.058753720387501485
30000,30000,60 months,20.25,799.0,F,F1,MORTGAGE,60000.0,Verified,Charged Off,debt_consolidation,NJ,18.42,0.0,Oct-1996,1.0,10.0,0.0,14622,0,-0.7333066666666667,5,-0.2322807472613858
15000,15000,36 months,9.99,483.94,B,B1,RENT,75000.0,Verified,Fully Paid,debt_consolidation,CA,16.56,0.0,Mar-2000,0.0,8.0,0.0,8988,1,0.15602731517542012,3,0.04951672852657296
1250,1250,36 months,11.49,41.22,B,B4,RENT,26000.0,Not Verified,Fully Paid,other,CA,22.15,0.0,Jun-2004,0.0,7.0,1.0,7530,1,0.08540528006399994,3,0.027694368326889318
3200,3200,36 months,10.99,104.75,B,B3,RENT,51000.0,Not Verified,Fully Paid,debt_consolidation,TX,23.19,0.0,Sep-1998,0.0,13.0,0.0,10613,1,0.17842081691562472,3,0.05625019447308022
6000,6000,36 months,7.49,186.61,A,A4,RENT,50000.0,Source Verified,Fully Paid,debt_consolidation,CA,6.96,0.0,Aug-2005,0.0,5.0,0.0,4573,1,0.1196583514045999,3,0.03839321389818107
30000,30000,60 months,17.99,761.64,E,E1,MORTGAGE,315000.0,Verified,Fully Paid,other,CA,3.39,0.0,May-1982,1.0,17.0,0.0,29113,1,0.4739683309637337,5,0.08068128498897598
3800,3800,36 months,6.99,117.32,A,A3,RENT,43000.0,Not Verified,Fully Paid,credit_card,NY,3.18,0.0,Jul-2005,0.0,9.0,0.0,3766,1,0.11140634790418424,3,0.03583589746328886
13225,13225,60 months,19.69,348.11,E,E5,MORTGAGE,40000.0,Verified,Charged Off,debt_consolidation,CA,24.33,0.0,Sep-1977,0.0,11.0,0.0,30003,0,-0.3887379962192816,5,-0.09375529905165769
5000,5000,36 months,5.42,150.8,A,A1,MORTGAGE,62000.0,Not Verified,Fully Paid,major_purchase,NJ,12.75,0.0,Sep-1986,0.0,12.0,0.0,26594,1,0.07904124038696003,3,0.025681875181312375
4850,4850,36 months,8.49,153.09,A,A5,RENT,54000.0,Source Verified,Fully Paid,debt_consolidation,NY,5.67,0.0,Jul-2001,1.0,5.0,0.0,5043,1,0.132962243609835,3,0.04248979507130368
7000,7000,60 months,17.49,175.82,D,D5,RENT,70000.0,Verified,Fully Paid,other,FL,2.06,0.0,Oct-1998,0.0,3.0,0.0,3753,1,0.49229142994902864,5,0.08335484263702875
22000,22000,60 months,13.49,506.11,C,C2,MORTGAGE,45000.0,Verified,Charged Off,house,TX,7.97,0.0,Apr-1986,0.0,4.0,0.0,13093,0,-0.6313381818181818,5,-0.18092130037874932
6800,6800,36 months,15.99,239.04,D,D2,MORTGAGE,67000.0,Verified,Fully Paid,car,FL,8.87,0.0,Mar-1999,1.0,9.0,0.0,2004,1,0.18427606297769117,3,0.05799670972186877
5100,5100,60 months,15.99,124.0,D,D2,RENT,67656.0,Source Verified,Charged Off,home_improvement,NJ,12.26,0.0,Sep-2007,2.0,11.0,0.0,14,0,-0.5846901960784314,5,-0.16116906817808618
16000,16000,36 months,6.99,493.97,A,A3,MORTGAGE,112000.0,Source Verified,Fully Paid,home_improvement,TX,5.05,0.0,Feb-1995,3.0,8.0,0.0,2329,1,0.11158630192520014,3,0.035891800441711696
12000,12000,60 months,16.89,297.53,D,D4,RENT,60000.0,Not Verified,Fully Paid,debt_consolidation,CA,19.98,2.0,Sep-1992,1.0,5.0,0.0,6250,1,0.477699998996725,5,0.08122792713989457
3000,3000,36 months,11.99,99.63,B,B5,MORTGAGE,33000.0,Not Verified,Fully Paid,debt_consolidation,TX,15.96,0.0,Dec-1999,2.0,8.0,0.0,11340,1,0.19553992116740004,3,0.061340395567663686
8400,8400,36 months,5.99,255.51,A,A2,OWN,36000.0,Source Verified,Fully Paid,credit_card,TX,8.7,0.0,Mar-1996,0.0,6.0,0.0,6215,1,0.09502513908514287,3,0.030721566555228508
7500,7500,36 months,8.49,236.73,A,A5,MORTGAGE,42500.0,Source Verified,Fully Paid,home_improvement,NJ,3.81,0.0,Oct-1992,0.0,5.0,0.0,4427,1,0.13625924086193342,3,0.043500054485624995
6000,6000,36 months,10.99,196.41,B,B3,RENT,47000.0,Not Verified,Fully Paid,moving,CA,5.8,0.0,Apr-1999,0.0,5.0,0.0,8978,1,0.17841680702688345,3,0.05624899641476744
5000,5000,36 months,5.42,150.8,A,A1,MORTGAGE,118000.0,Verified,Fully Paid,home_improvement,CA,10.9,0.0,Jan-1985,0.0,11.0,0.0,1796,1,0.025428629056640117,3,0.008405361634776787
12000,12000,60 months,13.49,276.06,C,C2,OWN,139000.0,Source Verified,Fully Paid,medical,CA,6.14,0.0,May-1987,0.0,9.0,0.0,25856,1,0.38002886153685833,5,0.06654119296328487
13000,13000,60 months,20.25,346.24,F,F1,MORTGAGE,48000.0,Source Verified,Fully Paid,debt_consolidation,CA,7.83,0.0,Oct-2006,0.0,7.0,0.0,8896,1,0.050142555780392284,5,0.009833215928053418
3200,3200,36 months,10.99,104.75,B,B3,RENT,56000.0,Source Verified,Fully Paid,small_business,IL,4.2,0.0,Jan-2007,0.0,3.0,0.0,1597,1,0.17112196694490667,3,0.05406495828737223
4000,4000,36 months,10.59,130.18,B,B2,RENT,55200.0,Not Verified,Fully Paid,vacation,CA,0.43,0.0,Nov-1978,0.0,3.0,1.0,280,1,0.165723677041125,3,0.052442891654055135
8475,8475,36 months,6.99,261.65,A,A3,MORTGAGE,57400.0,Verified,Fully Paid,home_improvement,NJ,20.61,0.0,Jul-1994,1.0,12.0,0.0,41551,1,0.10963137580560467,3,0.03528417622655655
13500,13500,36 months,8.49,426.1,A,A5,MORTGAGE,76000.0,Source Verified,Fully Paid,credit_card,CA,21.63,0.0,Dec-2001,0.0,14.0,0.0,10163,1,0.13296924534440757,3,0.04249194260441724
7000,7000,36 months,12.99,235.83,C,C1,MORTGAGE,60000.0,Not Verified,Fully Paid,small_business,NY,9.54,0.0,Sep-1984,0.0,3.0,0.0,4709,1,0.21280238322138567,3,0.06642425423362375
18200,18200,36 months,10.99,595.76,B,B3,RENT,55000.0,Source Verified,Fully Paid,debt_consolidation,FL,20.01,1.0,Jan-2002,0.0,9.0,0.0,17342,1,0.07936163525482409,3,0.02578338217239451
10000,10000,36 months,10.59,325.45,B,B2,RENT,55000.0,Not Verified,Fully Paid,debt_consolidation,IL,13.4,0.0,Sep-1998,1.0,11.0,0.0,16657,1,0.17076416223703994,3,0.05395760032042185
35000,24825,60 months,20.99,671.47,F,F3,RENT,158000.0,Verified,Charged Off,debt_consolidation,CA,18.93,0.0,Oct-1995,0.0,9.0,0.0,57695,0,-0.09519718026183288,5,-0.01980882278560936
11600,11600,36 months,10.99,379.72,B,B3,RENT,71000.0,Source Verified,Fully Paid,small_business,CA,2.11,0.0,Jan-2003,0.0,4.0,0.0,205,1,0.17842012516279304,3,0.05624998779416557
11525,11525,36 months,7.49,358.45,A,A4,MORTGAGE,91000.0,Not Verified,Fully Paid,small_business,CA,26.12,0.0,Jan-2001,0.0,13.0,0.0,0,1,0.11965714434052055,3,0.03839284074637783
15600,15600,36 months,7.49,485.19,A,A4,RENT,62000.0,Source Verified,Fully Paid,debt_consolidation,CA,23.85,0.0,Oct-2001,0.0,8.0,0.0,5280,1,0.035113851039493715,3,0.011570230476728893
12000,12000,36 months,12.99,404.27,C,C1,RENT,80000.0,Verified,Fully Paid,credit_card,NY,5.97,0.0,Nov-2001,1.0,14.0,0.0,13930,1,0.20912481193395838,3,0.06534525954889125
8000,8000,36 months,16.49,283.2,D,D3,MORTGAGE,45000.0,Source Verified,Fully Paid,debt_consolidation,NJ,14.0,2.0,Nov-1998,1.0,5.0,0.0,2494,1,0.20617337929841262,3,0.06447772941926955
12000,12000,36 months,8.49,378.76,A,A5,RENT,33000.0,Verified,Fully Paid,debt_consolidation,CA,12.55,0.0,Dec-2004,0.0,5.0,0.0,9981,1,0.1316607558656584,3,0.04209045620931984
28000,28000,36 months,8.49,883.77,A,A5,MORTGAGE,115000.0,Source Verified,Fully Paid,debt_consolidation,FL,6.05,0.0,Dec-1995,0.0,11.0,0.0,16793,1,0.06809115104308572,3,0.02220053912839348
5550,5550,36 months,7.49,172.62,A,A4,RENT,47004.0,Not Verified,Fully Paid,debt_consolidation,CA,7.97,0.0,Oct-1999,1.0,7.0,0.0,2870,1,0.08437480711857659,3,0.027369037756119763
6625,6625,36 months,8.49,209.11,A,A5,MORTGAGE,48000.0,Not Verified,Fully Paid,credit_card,TX,27.65,0.0,Dec-1994,0.0,9.0,0.0,13021,1,0.13626033621596978,3,0.04350038979690729
7000,7000,36 months,10.99,229.14,B,B3,RENT,34482.0,Source Verified,Fully Paid,debt_consolidation,CA,5.71,0.0,Jan-2002,0.0,4.0,0.0,4994,1,0.04361421512468566,3,0.014331693051551575
24000,24000,36 months,10.99,785.62,B,B3,RENT,60000.0,Verified,Fully Paid,credit_card,CA,17.32,0.0,Jun-1996,0.0,14.0,0.0,23279,1,0.17402001183974614,3,0.054933701078331953
6000,6000,36 months,9.99,193.58,B,B1,RENT,37200.0,Not Verified,Fully Paid,debt_consolidation,CA,24.0,0.0,Feb-2004,0.0,11.0,0.0,5321,1,0.1614448724377333,3,0.05115364431819591
22000,22000,36 months,10.59,715.99,B,B2,MORTGAGE,80000.0,Verified,Fully Paid,debt_consolidation,FL,26.52,1.0,Jun-1993,0.0,12.0,0.0,41845,1,0.08441737384210457,3,0.027382480574750456
9600,9600,36 months,9.99,309.72,B,B1,RENT,24000.0,Not Verified,Fully Paid,debt_consolidation,CA,17.1,0.0,Jun-1991,3.0,18.0,0.0,10793,1,0.08637837133535409,3,0.02800139395542245
12600,12600,36 months,9.99,406.51,B,B1,MORTGAGE,42500.0,Source Verified,Fully Paid,debt_consolidation,TX,19.6,0.0,Nov-1996,3.0,9.0,0.0,10341,1,0.1614485393079046,3,0.05115475053797991
5975,5975,60 months,10.99,129.89,B,B3,MORTGAGE,56000.0,Not Verified,Charged Off,debt_consolidation,NY,26.03,0.0,Jul-1994,0.0,9.0,0.0,12268,0,-0.3885924686192469,5,-0.09371215190429572
4000,4000,36 months,16.49,141.6,D,D3,MORTGAGE,25344.0,Source Verified,Charged Off,other,CA,5.45,1.0,Nov-1995,0.0,4.0,0.0,3321,0,-0.2641599999999996,3,-0.09719394311682761
24000,24000,36 months,15.62,839.28,D,D1,RENT,110000.0,Verified,Fully Paid,debt_consolidation,NY,16.25,0.0,Aug-2001,2.0,14.0,0.0,17602,1,0.20813812841290424,3,0.06505539571316254
17000,17000,36 months,8.49,536.57,A,A5,RENT,65000.0,Not Verified,Fully Paid,credit_card,CA,12.61,0.0,Jun-1999,2.0,8.0,0.0,17815,1,0.12956666704070607,3,0.04144727835661177
30000,30000,60 months,11.99,667.19,B,B5,MORTGAGE,63874.0,Verified,Fully Paid,home_improvement,IL,4.53,0.0,Jan-1988,0.0,10.0,0.0,28898,1,0.33435779281628664,5,0.05938656083282634
8700,8700,36 months,12.99,293.1,C,C1,MORTGAGE,102000.0,Not Verified,Fully Paid,debt_consolidation,TX,14.67,0.0,Feb-1995,0.0,9.0,0.0,9642,1,0.2128048605502415,3,0.0664249803430641
2000,2000,36 months,10.99,65.47,B,B3,MORTGAGE,48000.0,Source Verified,Fully Paid,small_business,CA,11.75,0.0,Apr-2002,0.0,5.0,0.0,2137,1,0.11899763680700004,3,0.03818892046320288
5600,5600,36 months,7.49,174.17,A,A4,RENT,51000.0,Not Verified,Fully Paid,wedding,NY,12.52,0.0,Feb-2001,0.0,11.0,0.0,10362,1,0.11908035577330378,3,0.03821450163081552
14000,14000,60 months,11.49,307.83,B,B4,MORTGAGE,93996.0,Source Verified,Fully Paid,home_improvement,CA,11.49,0.0,May-1996,2.0,11.0,0.0,12070,1,0.21334344333261424,5,0.039433595489609674
12000,12000,36 months,11.99,398.52,B,B5,RENT,52000.0,Source Verified,Fully Paid,credit_card,IL,10.68,1.0,Jan-1988,0.0,13.0,0.0,16619,1,0.1479417885122749,3,0.047064146097343995
4500,4500,36 months,13.49,152.69,C,C2,RENT,110000.0,Not Verified,Fully Paid,credit_card,NY,3.5,0.0,Nov-1999,3.0,5.0,0.0,5271,1,0.05363309089302204,3,0.017567280478627767
17000,17000,60 months,9.99,361.12,B,B1,MORTGAGE,75000.0,Source Verified,Fully Paid,debt_consolidation,IL,23.52,0.0,Jun-1981,0.0,10.0,0.0,11295,1,0.2745235013455647,5,0.04971056822812514
8000,8000,36 months,11.99,265.68,B,B5,RENT,40000.0,Source Verified,Charged Off,debt_consolidation,IL,24.9,0.0,May-1994,1.0,10.0,1.0,13978,0,-0.83390625,3,-0.45031009215368556
19125,19125,36 months,13.99,653.56,C,C3,MORTGAGE,56000.0,Verified,Fully Paid,debt_consolidation,FL,14.68,0.0,Jan-2001,2.0,9.0,0.0,2391,1,0.1533248258450981,3,0.04869825858782173
32500,28250,36 months,9.99,911.42,B,B1,RENT,65000.0,Verified,Fully Paid,debt_consolidation,NJ,19.51,0.0,May-1995,0.0,8.0,0.0,2524,1,0.04693296188368512,3,0.01540576426636564
18000,18000,60 months,18.79,464.86,E,E3,RENT,150000.0,Source Verified,Fully Paid,major_purchase,NY,4.32,0.0,May-2003,2.0,5.0,0.0,13448,1,0.3833246476400165,5,0.06705012993492665
24575,24575,60 months,14.79,581.94,C,C4,MORTGAGE,81996.0,Verified,Fully Paid,debt_consolidation,NJ,16.82,0.0,Feb-1999,2.0,11.0,0.0,15384,1,0.32915142504701955,5,0.05855856934917525
14000,14000,36 months,10.99,458.28,B,B3,RENT,65000.0,Source Verified,Fully Paid,debt_consolidation,NJ,21.14,0.0,Nov-2003,0.0,12.0,0.0,15538,1,0.17842139024164294,3,0.05625036576888309
4800,4800,36 months,15.62,167.86,D,D1,OWN,62000.0,Verified,Fully Paid,credit_card,NY,14.07,0.0,Jan-2004,3.0,13.0,0.0,8099,1,0.2588990312744792,3,0.07976762012051464
3500,3500,36 months,5.42,105.56,A,A1,RENT,70000.0,Source Verified,Fully Paid,debt_consolidation,CA,0.41,0.0,Oct-1999,0.0,7.0,0.0,1645,1,0.0857536198454858,3,0.0278042960957412
35000,35000,60 months,15.23,836.88,C,C5,MORTGAGE,250000.0,Verified,Fully Paid,home_improvement,IL,10.77,0.0,Oct-1996,3.0,10.0,0.0,9520,1,0.3101469212421286,5,0.05551400510297233
15000,15000,60 months,19.69,394.83,E,E5,RENT,45000.0,Source Verified,Fully Paid,other,TX,15.09,0.0,Dec-2005,0.0,6.0,0.0,3011,1,0.5792887778016467,5,0.09570163542490562
10000,10000,36 months,5.42,301.6,A,A1,MORTGAGE,96000.0,Not Verified,Fully Paid,home_improvement,CA,1.69,0.0,Jan-1985,0.0,6.0,0.0,8974,1,0.08575374555694082,3,0.02780433576304886
2800,2800,36 months,13.99,95.69,C,C3,RENT,45000.0,Verified,Fully Paid,debt_consolidation,FL,12.43,0.0,Oct-2006,3.0,8.0,0.0,271,1,0.17970525008235727,3,0.056633812433187325
32350,32350,60 months,21.74,888.7,F,F5,MORTGAGE,91000.0,Verified,Charged Off,home_improvement,NJ,21.3,0.0,Jan-1997,1.0,13.0,0.0,12119,0,0.3697663060278207,5,0.06495019110222566
10000,10000,36 months,15.99,351.53,D,D2,MORTGAGE,36000.0,Source Verified,Charged Off,debt_consolidation,CA,21.6,0.0,Dec-2006,2.0,7.0,0.0,5245,0,-0.0615239999999998,3,-0.020943570983946613
12000,12000,60 months,8.49,246.15,A,A5,MORTGAGE,42000.0,Not Verified,Fully Paid,wedding,CA,0.43,0.0,Oct-2000,0.0,6.0,0.0,1403,1,0.2201071517461668,5,0.040589871851653525
10000,10000,60 months,13.99,232.64,C,C3,RENT,80004.0,Source Verified,Charged Off,other,IL,6.33,0.0,Jun-2001,2.0,5.0,1.0,2232,0,-0.49183600000000016,5,-0.1266249542893445
21000,21000,36 months,11.99,697.41,B,B5,MORTGAGE,95000.0,Verified,Fully Paid,debt_consolidation,FL,10.32,0.0,Jun-1999,0.0,7.0,0.0,22992,1,0.19553992228495232,3,0.06134039589836604
15000,15000,36 months,10.59,488.18,B,B2,MORTGAGE,69500.0,Not Verified,Fully Paid,other,CA,9.5,0.0,Apr-2004,0.0,5.0,0.0,3440,1,0.10861560422842675,3,0.03496817540158825
1600,1600,36 months,13.99,54.68,C,C3,MORTGAGE,130000.0,Verified,Fully Paid,moving,FL,9.01,1.0,Feb-1998,1.0,8.0,0.0,13457,1,0.08574665760912503,3,0.02780209920944743
11200,11200,36 months,9.99,361.34,B,B1,RENT,61000.0,Verified,Fully Paid,debt_consolidation,TX,24.16,0.0,May-1995,1.0,18.0,0.0,543,1,0.1614496856547858,3,0.051155096366926056
14000,14000,36 months,9.99,451.68,B,B1,RENT,120000.0,Not Verified,Fully Paid,debt_consolidation,CA,6.36,0.0,Sep-1999,0.0,4.0,0.0,15891,1,0.16144762275905,3,0.05115447403414186
1400,1400,36 months,14.79,48.39,C,C4,MORTGAGE,48000.0,Source Verified,Fully Paid,home_improvement,CA,10.9,0.0,Jun-2005,3.0,3.0,0.0,556,1,0.09073309583221434,3,0.029373136594451843
16425,16425,60 months,19.29,428.7,E,E4,RENT,38800.0,Verified,Fully Paid,debt_consolidation,TX,24.22,0.0,Sep-1999,2.0,5.0,0.0,19808,1,0.3610136976555738,5,0.06358572362494641
8000,8000,36 months,9.99,258.1,B,B1,RENT,53052.0,Source Verified,Fully Paid,other,TX,18.95,0.0,Mar-2005,0.0,4.0,0.0,4556,1,0.16144968479891264,3,0.05115509610872704
